2000,8.3666e-05
1998,7.475e-05
1996,8.1745e-05
1994,0.00010029
1992,0.00011202
1990,0.00011474
1988,0.00012585
1986,0.00013462
1984,0.0001439
1982,0.00013472
1980,0.00012332
1978,0.00010769
1976,9.38e-05
1974,7.0044e-05
1972,3.1362e-05
1970,-2.2654e-06
1968,-1.4046e-05
1966,-2.8242e-05
1964,-3.9414e-05
1962,-6.8716e-05
1960,-0.00013319
1958,-0.00026928
1956,-0.0005775
1954,-0.00099563
1952,-0.0012876
1950,-0.0012252
1948,-0.0008857
1946,-0.00054155
1944,-0.00032766
1942,-0.00021954
1940,-0.00017721
1938,-0.00014539
1936,-0.00012484
1934,-0.00012235
1932,-0.00012824
1930,-0.00011988
1928,-0.00011188
1926,-0.00011182
1924,-0.00011231
1922,-9.7058e-05
1920,-7.4565e-05
1918,-6.1706e-05
1916,-6.3613e-05
1914,-6.1271e-05
1912,-5.5571e-05
1910,-3.8901e-05
1908,-3.3008e-05
1906,-3.515e-05
1904,-2.7943e-05
1902,-4.1976e-07
1900,2.4099e-05
1898,3.8638e-05
1896,4.0779e-05
1894,5.04e-05
1892,7.0233e-05
1890,7.6093e-05
1888,6.2863e-05
1886,7.1472e-05
1884,8.7105e-05
1882,8.3061e-05
1880,7.6256e-05
1878,7.1253e-05
1876,7.4355e-05
1874,8.3701e-05
1872,0.00010333
1870,0.00012194
1868,0.00012427
1866,0.00010992
1864,0.00010126
1862,0.00010178
1860,0.00010975
1858,0.00012265
1856,0.00014016
1854,0.00014206
1852,0.00013505
1850,0.00014573
1848,0.00017305
1846,0.00019126
1844,0.00019324
1842,0.0001738
1840,0.00018223
1838,0.00018547
1836,0.00018168
1834,0.00019534
1832,0.00022401
1830,0.00024261
1828,0.00022629
1826,0.00022409
1824,0.00025443
1822,0.00027512
1820,0.00028439
1818,0.00029676
1816,0.00031181
1814,0.00031984
1812,0.00033056
1810,0.0003445
1808,0.00036129
1806,0.00039014
1804,0.00042329
1802,0.00045678
1800,0.00047937
1798,0.00050835
1796,0.00054127
1794,0.00058032
1792,0.00059247
1790,0.00061641
1788,0.00064866
1786,0.00070615
1784,0.00075599
1782,0.00080068
1780,0.00081914
1778,0.00083403
1776,0.00087156
1774,0.00091699
1772,0.00095949
1770,0.00099927
1768,0.0010336
1766,0.0010602
1764,0.0011002
1762,0.0011338
1760,0.0011292
1758,0.0011216
1756,0.0011008
1754,0.0010394
1752,0.00093783
1750,0.00079061
1748,0.00060722
1746,0.00037497
1744,0.00015547
1742,-2.3988e-05
1740,-9.7128e-05
1738,-5.1999e-05
1736,0.00013009
1734,0.00031607
1732,0.00057073
1730,0.00090696
1728,0.0012054
1726,0.0015084
1724,0.0018624
1722,0.0022479
1720,0.0027159
1718,0.003235
1716,0.0038431
1714,0.0046147
1712,0.0055195
1710,0.006605
1708,0.0079758
1706,0.0097172
1704,0.011943
1702,0.014872
1700,0.01859
1698,0.023234
1696,0.028661
1694,0.03423
1692,0.039116
1690,0.043067
1688,0.04618
1686,0.048364
1684,0.049671
1682,0.050692
1680,0.051686
1678,0.052735
1676,0.053664
1674,0.054321
1672,0.054774
1670,0.054999
1668,0.054667
1666,0.053778
1664,0.052332
1662,0.050502
1660,0.049125
1658,0.049562
1656,0.05325
1654,0.061043
1652,0.07262
1650,0.086626
1648,0.10107
1646,0.11395
1644,0.1239
1642,0.13064
1640,0.13463
1638,0.1364
1636,0.13629
1634,0.13433
1632,0.13057
1630,0.12541
1628,0.119
1626,0.11132
1624,0.10273
1622,0.093876
1620,0.085241
1618,0.077224
1616,0.069932
1614,0.063391
1612,0.057524
1610,0.052432
1608,0.048184
1606,0.044831
1604,0.042281
1602,0.040461
1600,0.039191
1598,0.038192
1596,0.037284
1594,0.036603
1592,0.036347
1590,0.036571
1588,0.037204
1586,0.038145
1584,0.039336
1582,0.04082
1580,0.042689
1578,0.04494
1576,0.047623
1574,0.050691
1572,0.053933
1570,0.057089
1568,0.059885
1566,0.062128
1564,0.063569
1562,0.063951
1560,0.063155
1558,0.061144
1556,0.058253
1554,0.05493
1552,0.051811
1550,0.049571
1548,0.04851
1546,0.048609
1544,0.049594
1542,0.051137
1540,0.053022
1538,0.055063
1536,0.057042
1534,0.058737
1532,0.059918
1530,0.060541
1528,0.060625
1526,0.06017
1524,0.059221
1522,0.057877
1520,0.056076
1518,0.053702
1516,0.050484
1514,0.046713
1512,0.042806
1510,0.038917
1508,0.035238
1506,0.031954
1504,0.029116
1502,0.026673
1500,0.024484
1498,0.022542
1496,0.020869
1494,0.019515
1492,0.018437
1490,0.017579
1488,0.016931
1486,0.016539
1484,0.01641
1482,0.016522
1480,0.016802
1478,0.017242
1476,0.017902
1474,0.018761
1472,0.019564
1470,0.020004
1468,0.020207
1466,0.020426
1464,0.020645
1462,0.020772
1460,0.02095
1458,0.021244
1456,0.021701
1454,0.022235
1452,0.022593
1450,0.022635
1448,0.022409
1446,0.021979
1444,0.021523
1442,0.021153
1440,0.020903
1438,0.020718
1436,0.020452
1434,0.020054
1432,0.01965
1430,0.019349
1428,0.019252
1426,0.019393
1424,0.019697
1422,0.020072
1420,0.020443
1418,0.020767
1416,0.02112
1414,0.021588
1412,0.022175
1410,0.022818
1408,0.023447
1406,0.024075
1404,0.02463
1402,0.025051
1400,0.025138
1398,0.024619
1396,0.023501
1394,0.022172
1392,0.020892
1390,0.019626
1388,0.018305
1386,0.01705
1384,0.015981
1382,0.015137
1380,0.014469
1378,0.013946
1376,0.01364
1374,0.013548
1372,0.013409
1370,0.012955
1368,0.012259
1366,0.011697
1364,0.011494
1362,0.01147
1360,0.011442
1358,0.011367
1356,0.01122
1354,0.010977
1352,0.010774
1350,0.010836
1348,0.011295
1346,0.011988
1344,0.01257
1342,0.012759
1340,0.012549
1338,0.012084
1336,0.011527
1334,0.011029
1332,0.010692
1330,0.010499
1328,0.01037
1326,0.01026
1324,0.010159
1322,0.010066
1320,0.0099812
1318,0.0098652
1316,0.0096574
1314,0.0093123
1312,0.0088313
1310,0.0082967
1308,0.0077573
1306,0.0072462
1304,0.0068447
1302,0.0065989
1300,0.0064915
1298,0.0065217
1296,0.0067482
1294,0.0072563
1292,0.0079665
1290,0.0087302
1288,0.0094136
1286,0.0099775
1284,0.010375
1282,0.010616
1280,0.010812
1278,0.011101
1276,0.011552
1274,0.01221
1272,0.013053
1270,0.013965
1268,0.014835
1266,0.015641
1264,0.016426
1262,0.017166
1260,0.017781
1258,0.018255
1256,0.018699
1254,0.01926
1252,0.019987
1250,0.020847
1248,0.021696
1246,0.022382
1244,0.022857
1242,0.023078
1240,0.023136
1238,0.023104
1236,0.023072
1234,0.023034
1232,0.022947
1230,0.022722
1228,0.022294
1226,0.021699
1224,0.02105
1222,0.020427
1220,0.019801
1218,0.019057
1216,0.018163
1214,0.017222
1212,0.016385
1210,0.015775
1208,0.015424
1206,0.015272
1204,0.015247
1202,0.015326
1200,0.015451
